QST_ID,ACT_UNIT_NAME,SAM_ACT_CODE_OWNER,RUN_CODE,RUN_USER_RUN_NUMBER,RUN_NAME,SAM_USER_STATION_NUM,STATION_NUM,NAME,FULL_STATION_NAME,TQS_DESCRIPTION,STY_DESCRIPTION,KIWQM_SAMPLING_NUMBER,SAM_CODE,SAM_SAM_CODE_PARENT,KIWQM_REPLICATE_NUMBER,SAM_COLLECTION_DATE,SPP_DESCRIPTION
442,Special Studies,311,ELB0710B0140,ELB0710B0140,Breech III Sonde Swap,Beaver2,Beaver2,Upper Beaver,Upper Beaver Pond,Top West corner of Upper Beaver Pond,"Other, Non Standard",ELB0710B2465,ELB0710B2469,ELB0710B2465,1,7/30/2010 12:00,Replicate Sample
442,Special Studies,311,ELB0710B0140,ELB0710B0140,Breech III Sonde Swap,Beaver4,Beaver4,main-SE,"Main Pond, southeast corner",southeast corner of main pond,"Other, Non Standard",ELB0710B2468,ELB0710B2472,ELB0710B2468,1,7/30/2010 12:00,Replicate Sample
442,Special Studies,311,ELB0710B0140,ELB0710B0140,Breech III Sonde Swap,Beaver4,Beaver4,main-SE,"Main Pond, southeast corner",southeast corner of main pond,"Other, Non Standard",ELB0710B2468,ELB0710B2468,0,,7/30/2010 12:00,Normal Sample
442,Special Studies,311,ELB0710B0140,ELB0710B0140,Breech III Sonde Swap,Beaver3,Beaver3,Lower Beaver,Lower Beaver Pond,Bottom East corner of Lower Beaver Pond,"Other, Non Standard",ELB0710B2466,ELB0710B2470,ELB0710B2466,1,7/30/2010 12:00,Replicate Sample
442,Special Studies,311,ELB0710B0140,ELB0710B0140,Breech III Sonde Swap,Beaver1,Beaver1,Main Pond,Main Beaver Pond,West side of Main Pond,"Other, Non Standard",ELB0710B2467,ELB0710B2471,ELB0710B2467,1,7/30/2010 12:00,Replicate Sample
45934,Special Studies,311,ESA0810B0143,ESA0810B0143,Landsat Sampling,B9D80461340,B9D80461340,D26,D26 - San Joaquin River @ Potato Point,,Compliance Monitoring,ESA0810B2500,ESA0810B2500,0,,8/2/2010 0:00,Normal Sample
45943,Special Studies,311,ESA0810B0143,ESA0810B0143,Landsat Sampling,E0B80702024,E0B80702024,D7,D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,,Compliance Monitoring,ESA0810B2507,ESA0810B2507,0,,8/2/2010 0:00,Normal Sample
45944,Special Studies,311,ESA0810B0143,ESA0810B0143,Landsat Sampling,E3B80361594,E3B80361594,D8,D8 - Suisun Bay off Middle Point nr. Nichols,,Compliance Monitoring,ESA0810B2503,ESA0810B2503,0,,8/2/2010 0:00,Normal Sample
45941,Special Studies,311,ESA0810B0143,ESA0810B0143,Landsat Sampling,E3B80272071,E3B80272071,D6,D6 - Suisun Bay @ Bulls Head nr. Martinez,,Compliance Monitoring,ESA0810B2510,ESA0810B2510,0,,8/2/2010 0:00,Normal Sample
45946,Special Studies,311,ESA0810B0143,ESA0810B0143,Landsat Sampling,EZ2,EZ2,EZ2,SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,,Compliance Monitoring,ESA0810B2506,ESA0810B2506,0,,8/2/2010 0:00,Normal Sample
45938,Special Studies,311,ESA0810B0143,ESA0810B0143,Landsat Sampling,E0B80182224,E0B80182224,D41,D41 - San Pablo Bay near Pinole Point,,Compliance Monitoring,ESA0810B2509,ESA0810B2509,0,,8/2/2010 0:00,Normal Sample
45949,Special Studies,311,ESA0810B0143,ESA0810B0143,Landsat Sampling,B9S80251252,B9S80251252,MD10A,MD10A - Disappointment Slough @ Bishop Cut,,Compliance Monitoring,ESA0810B2502,ESA0810B2502,0,,8/2/2010 0:00,Normal Sample
45963,Special Studies,311,ESA0810B0143,ESA0810B0143,Landsat Sampling,B9D75871229,B9D75871229,P8,P8 - San Joaquin River @ Buckley Cove,,Compliance Monitoring,ESA0810B2501,ESA0810B2501,0,,8/2/2010 0:00,Normal Sample
45937,Special Studies,311,ESA0810B0143,ESA0810B0143,Landsat Sampling,B9D80381492,B9D80381492,D4,D4 - Sacramento River above Point Sacramento,,Compliance Monitoring,ESA0810B2504,ESA0810B2504,0,,8/2/2010 0:00,Normal Sample
45939,Special Studies,311,ESA0810B0143,ESA0810B0143,Landsat Sampling,E0B80512234,E0B80512234,D41A,D41A - San Pablo Bay near Mouth of Petaluma River,,Compliance Monitoring,ESA0810B2508,ESA0810B2508,0,,8/2/2010 0:00,Normal Sample
45929,Special Studies,311,ESA0810B0143,ESA0810B0143,Landsat Sampling,B9D80261369,B9D80261369,D19,D19 - Frank's Tract near Russo's Landing,,Compliance Monitoring,ESA0810B2498,ESA0810B2498,0,,8/2/2010 0:00,Normal Sample
47719,Special Studies,311,ESA0810B0143,ESA0810B0143,Landsat Sampling,Blank; Field,Blank; Field,Blank; Field,Blank; Field,,Not Given,ESA0810B2511,ESA0810B2511,0,,8/2/2010 0:00,Blank; Field
45935,Special Studies,311,ESA0810B0143,ESA0810B0143,Landsat Sampling,B9D75821344,B9D75821344,D28A,D28A - Old River @ Rancho Del Rio,,Compliance Monitoring,ESA0810B2499,ESA0810B2499,0,,8/2/2010 0:00,Normal Sample
45947,Special Studies,311,ESA0810B0143,ESA0810B0143,Landsat Sampling,EZ6,EZ6,EZ6,SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,,Compliance Monitoring,ESA0810B2505,ESA0810B2505,0,,8/2/2010 0:00,Normal Sample
442,Special Studies,311,ESA0810B0146,ESA0810B0146,Landsat - GPS,LSSAC1,LSSAC1,LSSAC1,sacramcento river landsat station 1,landsat study,"Other, Non Standard",ESA0810B2560,ESA0810B2567,ESA0810B2560,1,8/12/2010 10:04,Replicate Sample
442,Special Studies,311,ESA0810B0146,ESA0810B0146,Landsat - GPS,LSSAC1,LSSAC1,LSSAC1,sacramcento river landsat station 1,landsat study,"Other, Non Standard",ESA0810B2560,ESA0810B2560,0,,8/12/2010 10:04,Normal Sample
442,Special Studies,311,ESA0810B0146,ESA0810B0146,Landsat - GPS,LSSAC2,LSSAC2,LSSAC2,landsat sacramento river station 2,station 2 of landsat sacramento river run,"Other, Non Standard",ESA0810B2561,ESA0810B2561,0,,8/12/2010 11:43,Normal Sample
442,Special Studies,311,ESA0810B0146,ESA0810B0146,Landsat - GPS,LSSAC2,LSSAC2,LSSAC2,landsat sacramento river station 2,station 2 of landsat sacramento river run,"Other, Non Standard",ESA0810B2561,ESA0810B2568,ESA0810B2561,1,8/12/2010 11:43,Replicate Sample
442,Special Studies,311,ESA0810B0146,ESA0810B0146,Landsat - GPS,LSSAC3,LSSAC3,LSSAC3,Landsat sacramento river 3,landsat sacramento river statio 3,"Other, Non Standard",ESA0810B2562,ESA0810B2562,0,,8/12/2010 12:19,Normal Sample
442,Special Studies,311,ESA0810B0146,ESA0810B0146,Landsat - GPS,LSSAC3,LSSAC3,LSSAC3,Landsat sacramento river 3,landsat sacramento river statio 3,"Other, Non Standard",ESA0810B2562,ESA0810B2569,ESA0810B2562,1,8/12/2010 12:19,Replicate Sample
442,Special Studies,311,ESA0810B0146,ESA0810B0146,Landsat - GPS,LSSAC4,LSSAC4,LSSAC4,landsat sacramento river station 4,landsat study sacramento river station 4,"Other, Non Standard",ESA0810B2563,ESA0810B2570,ESA0810B2563,1,8/12/2010 12:40,Replicate Sample
442,Special Studies,311,ESA0810B0146,ESA0810B0146,Landsat - GPS,LSSAC4,LSSAC4,LSSAC4,landsat sacramento river station 4,landsat study sacramento river station 4,"Other, Non Standard",ESA0810B2563,ESA0810B2563,0,,8/12/2010 12:40,Normal Sample
442,Special Studies,311,ESA0810B0146,ESA0810B0146,Landsat - GPS,LSSAC5,LSSAC5,LSSAC5,landsat Sacramento river station 5,station 5 landsat sacramento river,"Other, Non Standard",ESA0810B2564,ESA0810B2571,ESA0810B2564,1,8/12/2010 13:13,Replicate Sample
442,Special Studies,311,ESA0810B0146,ESA0810B0146,Landsat - GPS,LSSAC5,LSSAC5,LSSAC5,landsat Sacramento river station 5,station 5 landsat sacramento river,"Other, Non Standard",ESA0810B2564,ESA0810B2564,0,,8/12/2010 13:13,Normal Sample
442,Special Studies,311,ESA0810B0146,ESA0810B0146,Landsat - GPS,LSSAC6,LSSAC6,LSSAC6,landsat sacramento river station 6,landsat study sacramento river station 6,"Other, Non Standard",ESA0810B2565,ESA0810B2565,0,,8/12/2010 13:40,Normal Sample
442,Special Studies,311,ESA0810B0146,ESA0810B0146,Landsat - GPS,LSSAC6,LSSAC6,LSSAC6,landsat sacramento river station 6,landsat study sacramento river station 6,"Other, Non Standard",ESA0810B2565,ESA0810B2572,ESA0810B2565,1,8/12/2010 13:40,Replicate Sample
442,Special Studies,311,ESA0810B0146,ESA0810B0146,Landsat - GPS,LSSJR3,LSSJR3,LSSJR3,Landsat San Joaquin River station 3,Landsat Turner Cut,"Other, Non Standard",ESA0810B2620,ESA0810B2620,0,,8/13/2010 0:24,Normal Sample
442,Special Studies,311,ESA0810B0146,ESA0810B0146,Landsat - GPS,LSSJR1,LSSJR1,LSSJR1,Landsat San Joaquin River station 1,Mildred Island,"Other, Non Standard",ESA0810B2618,ESA0810B2618,0,,8/13/2010 9:53,Normal Sample
442,Special Studies,311,ESA0810B0146,ESA0810B0146,Landsat - GPS,LSSJR1,LSSJR1,LSSJR1,Landsat San Joaquin River station 1,Mildred Island,"Other, Non Standard",ESA0810B2618,ESA0810B2624,ESA0810B2618,1,8/13/2010 9:53,Replicate Sample
442,Special Studies,311,ESA0810B0146,ESA0810B0146,Landsat - GPS,LSSJR2,LSSJR2,LSSJR2,Landsat San Joaquin River station 2,Mildred isalnd station 2,"Other, Non Standard",ESA0810B2619,ESA0810B2619,0,,8/13/2010 10:46,Normal Sample
442,Special Studies,311,ESA0810B0146,ESA0810B0146,Landsat - GPS,LSSJR2,LSSJR2,LSSJR2,Landsat San Joaquin River station 2,Mildred isalnd station 2,"Other, Non Standard",ESA0810B2619,ESA0810B2625,ESA0810B2619,1,8/13/2010 10:46,Replicate Sample
442,Special Studies,311,ESA0810B0146,ESA0810B0146,Landsat - GPS,LSSJR3,LSSJR3,LSSJR3,Landsat San Joaquin River station 3,Landsat Turner Cut,"Other, Non Standard",ESA0810B2620,ESA0810B2628,ESA0810B2620,1,8/13/2010 12:24,Replicate Sample
442,Special Studies,311,ESA0810B0146,ESA0810B0146,Landsat - GPS,LSSJR4,LSSJR4,LSSJR4,Landsat San Joaquin River station 4,,"Other, Non Standard",ESA0810B2621,ESA0810B2629,ESA0810B2621,1,8/13/2010 13:01,Replicate Sample
442,Special Studies,311,ESA0810B0146,ESA0810B0146,Landsat - GPS,LSSJR4,LSSJR4,LSSJR4,Landsat San Joaquin River station 4,,"Other, Non Standard",ESA0810B2621,ESA0810B2621,0,,8/13/2010 13:01,Normal Sample
442,Special Studies,311,ESA0810B0146,ESA0810B0146,Landsat - GPS,LSSJR7,LSSJR7,LSSJR7,landsat san joaquin river station 7,san joquain River station 7  landsat study,"Other, Non Standard",ESA0810B2623,ESA0810B2627,ESA0810B2623,1,8/13/2010 13:33,Replicate Sample
442,Special Studies,311,ESA0810B0146,ESA0810B0146,Landsat - GPS,LSSJR7,LSSJR7,LSSJR7,landsat san joaquin river station 7,san joquain River station 7  landsat study,"Other, Non Standard",ESA0810B2586,ESA0810B2586,0,,8/13/2010 13:33,Normal Sample
442,Special Studies,311,ESA0810B0146,ESA0810B0146,Landsat - GPS,LSSJR5,LSSJR5,LSSJR5,Landsat San Joaquin River station 5,,"Other, Non Standard",ESA0810B2622,ESA0810B2622,0,,8/13/2010 14:18,Normal Sample
442,Special Studies,311,ESA0810B0146,ESA0810B0146,Landsat - GPS,LSSJR5,LSSJR5,LSSJR5,Landsat San Joaquin River station 5,,"Other, Non Standard",ESA0810B2622,ESA0810B2626,ESA0810B2622,1,8/13/2010 14:18,Replicate Sample
442,Special Studies,311,ELB0810B0134,ELB0810B0134,Breech III Flux,Beaver2,Beaver2,Upper Beaver,Upper Beaver Pond,Top West corner of Upper Beaver Pond,"Other, Non Standard",ELB0810B2409,ELB0810B2410,ELB0810B2409,1,8/16/2010 12:45,Replicate Sample
442,Special Studies,311,ELB0810B0134,ELB0810B0134,Breech III Flux,Beaver2,Beaver2,Upper Beaver,Upper Beaver Pond,Top West corner of Upper Beaver Pond,"Other, Non Standard",ELB0810B2409,ELB0810B2409,0,,8/16/2010 12:45,Normal Sample
47719,Special Studies,311,ELB0810B0134,ELB0810B0134,Breech III Flux,Blank; Field,Blank; Field,Blank; Field,Blank; Field,,Not Given,ELB0810B2417,ELB0810B2417,0,,8/16/2010 12:45,Blank; Field
442,Special Studies,311,ELB0810B0134,ELB0810B0134,Breech III Flux,Beaver3,Beaver3,Lower Beaver,Lower Beaver Pond,Bottom East corner of Lower Beaver Pond,"Other, Non Standard",ELB0810B2411,ELB0810B2412,ELB0810B2411,1,8/16/2010 14:25,Replicate Sample
442,Special Studies,311,ELB0810B0134,ELB0810B0134,Breech III Flux,Beaver3,Beaver3,Lower Beaver,Lower Beaver Pond,Bottom East corner of Lower Beaver Pond,"Other, Non Standard",ELB0810B2411,ELB0810B2411,0,,8/16/2010 14:25,Normal Sample
442,Special Studies,311,ELB0810B0134,ELB0810B0134,Breech III Flux,Beaver1,Beaver1,Main Pond,Main Beaver Pond,West side of Main Pond,"Other, Non Standard",ELB0810B2413,ELB0810B2414,ELB0810B2413,1,8/16/2010 15:28,Replicate Sample
442,Special Studies,311,ELB0810B0134,ELB0810B0134,Breech III Flux,Beaver1,Beaver1,Main Pond,Main Beaver Pond,West side of Main Pond,"Other, Non Standard",ELB0810B2413,ELB0810B2413,0,,8/16/2010 15:28,Normal Sample
442,Special Studies,311,ELB0810B0134,ELB0810B0134,Breech III Flux,Beaver4,Beaver4,main-SE,"Main Pond, southeast corner",southeast corner of main pond,"Other, Non Standard",ELB0810B2415,ELB0810B2416,ELB0810B2415,1,8/16/2010 15:47,Replicate Sample
442,Special Studies,311,ELB0810B0134,ELB0810B0134,Breech III Flux,Beaver4,Beaver4,main-SE,"Main Pond, southeast corner",southeast corner of main pond,"Other, Non Standard",ELB0810B2415,ELB0810B2415,0,,8/16/2010 15:47,Normal Sample
47047,Special Studies,311,ELB0810B0146,ELB0810B0146,Transect 2010,603C,603C,603C,MOTHFLEET (FMWT# 418),,"Tow, Transect",ELB0810B2519,ELB0810B2519,0,,8/18/2010 10:00,Normal Sample
47042,Special Studies,311,ELB0810B0146,ELB0810B0146,Transect 2010,507C,507C,507C,SUISUN BAY AT LIGHT 27 (FMWT# 507),,"Tow, Transect",ELB0810B2520,ELB0810B2520,0,,8/18/2010 10:53,Normal Sample
47049,Special Studies,311,ELB0810B0146,ELB0810B0146,Transect 2010,703C,703C,703C,SACRAMENTO R. UPSTREAM OF LTS 9 AND 10 (FMWT# 703),,"Tow, Transect",ELB0810B2521,ELB0810B2521,0,,8/18/2010 11:26,Normal Sample
47047,Special Studies,311,ESA0810B0155,ESA0810B0155,Transect 2010,603C,603C,603C,MOTHFLEET (FMWT# 418),,"Tow, Transect",ESA0810B2677,ESA0810B2677,0,,8/18/2010 12:00,Normal Sample
47053,Special Studies,311,ESA0810B0155,ESA0810B0155,Transect 2010,711C,711C,711C,SACRAMENTO R. 600 YDS UPSTREAM OF LT 36 (FMWT# 711,,"Tow, Transect",ESA0810B2680,ESA0810B2680,0,,8/18/2010 12:00,Normal Sample
47049,Special Studies,311,ESA0810B0155,ESA0810B0155,Transect 2010,703C,703C,703C,SACRAMENTO R. UPSTREAM OF LTS 9 AND 10 (FMWT# 703),,"Tow, Transect",ESA0810B2679,ESA0810B2679,0,,8/18/2010 12:00,Normal Sample
47042,Special Studies,311,ESA0810B0155,ESA0810B0155,Transect 2010,507C,507C,507C,SUISUN BAY AT LIGHT 27 (FMWT# 507),,"Tow, Transect",ESA0810B2678,ESA0810B2678,0,,8/18/2010 12:00,Normal Sample
47051,Special Studies,311,ESA0810B0155,ESA0810B0155,Transect 2010,707C,707C,707C,SACRAMENTO R UPSTREAM OF LTS 19 AND 20 (FMWT# 707),,"Tow, Transect",ESA0810B2688,ESA0810B2688,0,,8/18/2010 12:00,Normal Sample
47057,Special Studies,311,ESA0810B0155,ESA0810B0155,Transect 2010,717C,717C,717C,LOWER SAC R. AT GRAND ISL. BELOW ISLETON (FMWT# 71,,"Tow, Transect",ESA0810B2690,ESA0810B2690,0,,8/18/2010 12:03,Normal Sample
47044,Special Studies,311,ESA0810B0155,ESA0810B0155,Transect 2010,513C,513C,513C,SAC RIVER OFF VANSICKLE ISL AT LIGHT 34 (FMWT# 513,,"Tow, Transect",ESA0810B2691,ESA0810B2691,0,,8/18/2010 12:03,Normal Sample
47041,Special Studies,311,ESA0810B0155,ESA0810B0155,Transect 2010,502C,502C,502C,SUISUN BAY DOWNSTREAM FROM LIGHT 19 (FMWT# 502),,"Tow, Transect",ESA0810B2692,ESA0810B2692,0,,8/18/2010 12:03,Normal Sample
47053,Special Studies,311,ELB0810B0146,ELB0810B0146,Transect 2010,711C,711C,711C,SACRAMENTO R. 600 YDS UPSTREAM OF LT 36 (FMWT# 711,,"Tow, Transect",ELB0810B2522,ELB0810B2522,0,,8/18/2010 12:16,Normal Sample
47055,Special Studies,311,ELB0810B0146,ELB0810B0146,Transect 2010,716C,716C,716C,CACHE SLOUGH NORTH OF CABLE FERRY 1 & 51 (FMWT# 71,,"Tow, Transect",ELB0810B2523,ELB0810B2523,0,,8/18/2010 13:10,Normal Sample
47059,Special Studies,311,ELB0810B0146,ELB0810B0146,Transect 2010,806C,806C,806C,SAN JOAQUIN R. 500 YARDS UPSTREAM FROM LIGH (FMWT#,,"Tow, Transect",ELB0810B2524,ELB0810B2524,0,,8/19/2010 8:50,Normal Sample
47063,Special Studies,311,ELB0810B0146,ELB0810B0146,Transect 2010,812C,812C,812C,SAN JOAQUIN R. UPSTREAM FROM LIGHT 34 (FMWT# 812),,"Tow, Transect",ELB0810B2525,ELB0810B2525,0,,8/19/2010 9:34,Normal Sample
47067,Special Studies,311,ELB0810B0146,ELB0810B0146,Transect 2010,906C,906C,906C,SAN JOAQUIN R. BETWEEN LIGHTS 5 & 6 (FMWT# 906),,"Tow, Transect",ELB0810B2526,ELB0810B2526,0,,8/19/2010 10:18,Normal Sample
47071,Special Studies,311,ELB0810B0146,ELB0810B0146,Transect 2010,911C,911C,911C,SAN JOAQUIN RIVER 500 YDS UPSTREAM LIGHTS 3 (FMWT#,,"Tow, Transect",ELB0810B2527,ELB0810B2527,0,,8/19/2010 10:58,Normal Sample
47202,Special Studies,311,ELB0810B0146,ELB0810B0146,Transect 2010,B9D76001314,B9D76001314,19FC,flowcam station,,Broad Water Body,ELB0810B2528,ELB0810B2528,0,,8/19/2010 12:16,Normal Sample
47719,Special Studies,311,ELB0810B0146,ELB0810B0146,Transect 2010,Blank; Field,Blank; Field,Blank; Field,Blank; Field,,Not Given,ELB0810B2530,ELB0810B2530,0,,8/19/2010 12:30,Blank; Field
47204,Special Studies,311,ELB0810B0146,ELB0810B0146,Transect 2010,B9D80271355,B9D80271355,27FC,Flowcam station,,Broad Water Body,ELB0810B2529,ELB0810B2529,0,,8/19/2010 13:54,Normal Sample
442,Special Studies,311,ELB0810B0155,ELB0810B0155,Landsat SJ - GPS,LSSJR1,LSSJR1,LSSJR1,Landsat San Joaquin River station 1,Mildred Island,"Other, Non Standard",ELB0810B2629,ELB0810B2636,ELB0810B2629,1,8/26/2010 10:30,Replicate Sample
442,Special Studies,311,ELB0810B0155,ELB0810B0155,Landsat SJ - GPS,LSSJR1,LSSJR1,LSSJR1,Landsat San Joaquin River station 1,Mildred Island,"Other, Non Standard",ELB0810B2629,ELB0810B2629,0,,8/26/2010 10:30,Normal Sample
442,Special Studies,311,ELB0810B0155,ELB0810B0155,Landsat SJ - GPS,LSSJR2,LSSJR2,LSSJR2,Landsat San Joaquin River station 2,Mildred isalnd station 2,"Other, Non Standard",ELB0810B2630,ELB0810B2630,0,,8/26/2010 11:13,Normal Sample
442,Special Studies,311,ELB0810B0155,ELB0810B0155,Landsat SJ - GPS,LSSJR7,LSSJR7,LSSJR7,landsat san joaquin river station 7,san joquain River station 7  landsat study,"Other, Non Standard",ELB0810B2635,ELB0810B2642,ELB0810B2635,1,8/26/2010 11:13,Replicate Sample
442,Special Studies,311,ELB0810B0155,ELB0810B0155,Landsat SJ - GPS,LSSJR2,LSSJR2,LSSJR2,Landsat San Joaquin River station 2,Mildred isalnd station 2,"Other, Non Standard",ELB0810B2630,ELB0810B2637,ELB0810B2630,1,8/26/2010 11:13,Replicate Sample
442,Special Studies,311,ELB0810B0155,ELB0810B0155,Landsat SJ - GPS,LSSJR7,LSSJR7,LSSJR7,landsat san joaquin river station 7,san joquain River station 7  landsat study,"Other, Non Standard",ELB0810B2635,ELB0810B2635,0,,8/26/2010 11:23,Normal Sample
442,Special Studies,311,ELB0810B0155,ELB0810B0155,Landsat SJ - GPS,LSSJR3,LSSJR3,LSSJR3,Landsat San Joaquin River station 3,Landsat Turner Cut,"Other, Non Standard",ELB0810B2631,ELB0810B2638,ELB0810B2631,1,8/26/2010 12:18,Replicate Sample
442,Special Studies,311,ELB0810B0155,ELB0810B0155,Landsat SJ - GPS,LSSJR3,LSSJR3,LSSJR3,Landsat San Joaquin River station 3,Landsat Turner Cut,"Other, Non Standard",ELB0810B2631,ELB0810B2631,0,,8/26/2010 12:18,Normal Sample
442,Special Studies,311,ELB0810B0155,ELB0810B0155,Landsat SJ - GPS,LSSJR5,LSSJR5,LSSJR5,Landsat San Joaquin River station 5,,"Other, Non Standard",ELB0810B2633,ELB0810B2640,ELB0810B2633,1,8/26/2010 12:29,Replicate Sample
442,Special Studies,311,ELB0810B0155,ELB0810B0155,Landsat SJ - GPS,LSSJR4,LSSJR4,LSSJR4,Landsat San Joaquin River station 4,,"Other, Non Standard",ELB0810B2632,ELB0810B2632,0,,8/26/2010 12:58,Normal Sample
442,Special Studies,311,ELB0810B0155,ELB0810B0155,Landsat SJ - GPS,LSSJR4,LSSJR4,LSSJR4,Landsat San Joaquin River station 4,,"Other, Non Standard",ELB0810B2632,ELB0810B2639,ELB0810B2632,1,8/26/2010 12:58,Replicate Sample
442,Special Studies,311,ELB0810B0155,ELB0810B0155,Landsat SJ - GPS,LSSJR5,LSSJR5,LSSJR5,Landsat San Joaquin River station 5,,"Other, Non Standard",ELB0810B2633,ELB0810B2633,0,,8/26/2010 13:29,Normal Sample
442,Special Studies,311,ELB0810B0155,ELB0810B0155,Landsat SJ - GPS,LSSJR6,LSSJR6,LSSJR6,Landsat San Joaquin River station 6,Big Break,"Other, Non Standard",ELB0810B2634,ELB0810B2634,0,,8/26/2010 14:22,Normal Sample
442,Special Studies,311,ELB0810B0155,ELB0810B0155,Landsat SJ - GPS,LSSJR6,LSSJR6,LSSJR6,Landsat San Joaquin River station 6,Big Break,"Other, Non Standard",ELB0810B2634,ELB0810B2641,ELB0810B2634,1,8/26/2010 14:24,Replicate Sample
442,Special Studies,311,ELB0810B0154,ELB0810B0154,Landsat Sac - GPS,LSSAC1,LSSAC1,LSSAC1,sacramcento river landsat station 1,landsat study,"Other, Non Standard",ELB0810B2617,ELB0810B2623,ELB0810B2617,1,8/27/2010 10:15,Replicate Sample
442,Special Studies,311,ELB0810B0154,ELB0810B0154,Landsat Sac - GPS,LSSAC1,LSSAC1,LSSAC1,sacramcento river landsat station 1,landsat study,"Other, Non Standard",ELB0810B2617,ELB0810B2617,0,,8/27/2010 10:15,Normal Sample
442,Special Studies,311,ELB0810B0154,ELB0810B0154,Landsat Sac - GPS,LSSAC2,LSSAC2,LSSAC2,landsat sacramento river station 2,station 2 of landsat sacramento river run,"Other, Non Standard",ELZ0810B2630,ELZ0910B0016,ELZ0810B2630,1,8/27/2010 10:58,Replicate Sample
442,Special Studies,311,ELB0810B0154,ELB0810B0154,Landsat Sac - GPS,LSSAC2,LSSAC2,LSSAC2,landsat sacramento river station 2,station 2 of landsat sacramento river run,"Other, Non Standard",ELB0810B2618,ELB0810B2618,0,,8/27/2010 10:58,Normal Sample
442,Special Studies,311,ELB0810B0154,ELB0810B0154,Landsat Sac - GPS,LSSAC2,LSSAC2,LSSAC2,landsat sacramento river station 2,station 2 of landsat sacramento river run,"Other, Non Standard",ELB0810B2618,ELB0810B2624,ELB0810B2618,1,8/27/2010 10:58,Replicate Sample
442,Special Studies,311,ELB0810B0154,ELB0810B0154,Landsat Sac - GPS,LSSAC2,LSSAC2,LSSAC2,landsat sacramento river station 2,station 2 of landsat sacramento river run,"Other, Non Standard",ELZ0810B2630,ELZ0810B2630,0,,8/27/2010 10:58,Normal Sample
442,Special Studies,311,ELB0810B0154,ELB0810B0154,Landsat Sac - GPS,LSSAC3,LSSAC3,LSSAC3,Landsat sacramento river 3,landsat sacramento river statio 3,"Other, Non Standard",ELB0810B2619,ELB0810B2625,ELB0810B2619,1,8/27/2010 11:34,Replicate Sample
442,Special Studies,311,ELB0810B0154,ELB0810B0154,Landsat Sac - GPS,LSSAC3,LSSAC3,LSSAC3,Landsat sacramento river 3,landsat sacramento river statio 3,"Other, Non Standard",ELB0810B2619,ELB0810B2619,0,,8/27/2010 11:34,Normal Sample
442,Special Studies,311,ELB0810B0154,ELB0810B0154,Landsat Sac - GPS,LSSAC4,LSSAC4,LSSAC4,landsat sacramento river station 4,landsat study sacramento river station 4,"Other, Non Standard",ELB0810B2620,ELB0810B2620,0,,8/27/2010 12:03,Normal Sample
442,Special Studies,311,ELB0810B0154,ELB0810B0154,Landsat Sac - GPS,LSSAC4,LSSAC4,LSSAC4,landsat sacramento river station 4,landsat study sacramento river station 4,"Other, Non Standard",ELB0810B2620,ELB0810B2626,ELB0810B2620,1,8/27/2010 12:03,Replicate Sample
442,Special Studies,311,ELB0810B0154,ELB0810B0154,Landsat Sac - GPS,LSSAC5,LSSAC5,LSSAC5,landsat Sacramento river station 5,station 5 landsat sacramento river,"Other, Non Standard",ELB0810B2621,ELB0810B2621,0,,8/27/2010 12:37,Normal Sample
442,Special Studies,311,ELB0810B0154,ELB0810B0154,Landsat Sac - GPS,LSSAC5,LSSAC5,LSSAC5,landsat Sacramento river station 5,station 5 landsat sacramento river,"Other, Non Standard",ELB0810B2621,ELB0810B2627,ELB0810B2621,1,8/27/2010 12:37,Replicate Sample
442,Special Studies,311,ELB0810B0154,ELB0810B0154,Landsat Sac - GPS,LSSAC6,LSSAC6,LSSAC6,landsat sacramento river station 6,landsat study sacramento river station 6,"Other, Non Standard",ELB0810B2622,ELB0810B2622,0,,8/27/2010 12:59,Normal Sample
442,Special Studies,311,ELB0810B0154,ELB0810B0154,Landsat Sac - GPS,LSSAC6,LSSAC6,LSSAC6,landsat sacramento river station 6,landsat study sacramento river station 6,"Other, Non Standard",ELB0810B2622,ELB0810B2628,ELB0810B2622,1,8/27/2010 12:59,Replicate Sample
442,Special Studies,311,ELB0810B0154,ELB0810B0154,Landsat Sac - GPS,LSSJR7,LSSJR7,LSSJR7,landsat san joaquin river station 7,san joquain River station 7  landsat study,"Other, Non Standard",ELZ0810B2629,ELZ0810B2629,0,,8/27/2010 14:08,Normal Sample
442,Special Studies,311,ELB0810B0154,ELB0810B0154,Landsat Sac - GPS,LSSJR7,LSSJR7,LSSJR7,landsat san joaquin river station 7,san joquain River station 7  landsat study,"Other, Non Standard",ELZ0810B2629,ELZ0910B0015,ELZ0810B2629,1,8/27/2010 14:08,Replicate Sample
442,Special Studies,311,ELB0810B0156,ELB0810B0156,Breech III Sonde Swap,Beaver2,Beaver2,Upper Beaver,Upper Beaver Pond,Top West corner of Upper Beaver Pond,"Other, Non Standard",ELB0810B2643,ELB0810B2643,0,,8/30/2010 8:43,Normal Sample
