sample_date,sample_time,datetime,station_code,event_id,depth_m,volume_received_m_l,volume_analyzed_m_l,organisims_per_ml,percent_of_sample_counted,field_of_view_mm2,slide_chamber_area_mm2,area_counted,dimension,number_of_fields_counted,factor,comments,unit_abundance,total_cells,taxon,genus,species,synonym,diatom_soft_body,colony_filament_individual_group_code,shape,gald1,gald2,gald3,biovolume_1,biovolume_2,biovolume_3,biovolume_4,biovolume_5,biovolume_6,biovolume_7,biovolume_8,biovolume_9,biovolume_10,measurement_average,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,measurement_18,measurement_19,measurement_20,measurement_21,measurement_22,measurement_23,measurement_24,measurement_25
11/18/2014,8:49:00,11/18/2014 8:49,SHR,SHR_2014-11-18 08:49:00,0,62,10,13.24793462,0.161290323,0.069746499,314.159,2.371380966,NA,34,13.24793462,Low sediment and moderate detritus. Many broken diatoms. Sample contains mucilaginous detritus.,1,1,Microcystis sp.,Microcystis,sp.,NA,Soft Body,i,sphere,5.6,NA,NA,91.95224491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/18/2014,8:49:00,11/18/2014 8:49,SHR,SHR_2014-11-18 08:49:00,0,62,10,52.99173849,0.161290323,0.069746499,314.159,2.371380966,NA,34,13.24793462,Girdle view. Obscured by detritus. Low sediment and moderate detritus. Many broken diatoms. Sample contains mucilaginous detritus.,4,4,Fragilaria cf. brevistriata,Fragilaria,brevistriata,NA,Diatom,i,elliptic prism,20.4,NA,NA,331.9780985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/19/2014,8:21:00,11/19/2014 8:21,STTD,STTD_2014-11-19 08:21:00,0,63,5,128.694222,0.079365079,0.069746499,314.159,0.488225493,NA,7,128.694222,Fragment. High sediment and detritus. Many broken diatoms. Sample contains mucilaginous detritus.,1,1,Aulacoseira granulata,Aulacoseira,granulata,NA,Diatom,i,cylinder,18.5,NA,NA,795.6547914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/19/2014,8:21:00,11/19/2014 8:21,STTD,STTD_2014-11-19 08:21:00,0,63,5,514.7768881,0.079365079,0.069746499,314.159,0.488225493,NA,7,128.694222,High sediment and detritus. Many broken diatoms. Sample contains mucilaginous detritus.,4,4,Cyclotella sp.,Cyclotella,sp.,NA,Diatom,i,cylinder,5.6,NA,NA,91.13124272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/19/2014,8:21:00,11/19/2014 8:21,STTD,STTD_2014-11-19 08:21:00,0,63,5,128.694222,0.079365079,0.069746499,314.159,0.488225493,NA,7,128.694222,High sediment and detritus. Many broken diatoms. Sample contains mucilaginous detritus.,1,1,Nitzschia sp.,Nitzschia,sp.,NA,Diatom,i,prism on parallelogram,18.5,NA,NA,65.0275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/19/2014,8:21:00,11/19/2014 8:21,STTD,STTD_2014-11-19 08:21:00,0,63,5,128.694222,0.079365079,0.069746499,314.159,0.488225493,NA,7,128.694222,Fragment. High sediment and detritus. Many broken diatoms. Sample contains mucilaginous detritus.,1,1,cf. Ulnaria sp.,Ulnaria,sp.,NA,Diatom,i,elliptic prism,22.2,NA,NA,238.6964374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/19/2014,8:21:00,11/19/2014 8:21,STTD,STTD_2014-11-19 08:21:00,0,63,5,128.694222,0.079365079,0.069746499,314.159,0.488225493,NA,7,128.694222,High sediment and detritus. Many broken diatoms. Sample contains mucilaginous detritus.,1,1,Monoraphidium minutum,Monoraphidium,minutum,NA,Soft Body,i,2 cones,6.5,NA,NA,12.28623489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/19/2014,8:21:00,11/19/2014 8:21,STTD,STTD_2014-11-19 08:21:00,0,63,5,60614.97858,0.079365079,0.069746499,314.159,0.488225493,NA,7,128.694222,High sediment and detritus. Many broken diatoms. Sample contains mucilaginous detritus.,471,1331,Chroococcus microscopicus,Chroococcus,microscopicus,NA,Soft Body,c,sphere,0.75,NA,NA,0.268082347,0.268082347,0.268082347,0.268082347,0.268082347,0.18,0.18,0.18,0.18,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/19/2014,8:21:00,11/19/2014 8:21,STTD,STTD_2014-11-19 08:21:00,0,63,5,128.694222,0.079365079,0.069746499,314.159,0.488225493,NA,7,128.694222,High sediment and detritus. Many broken diatoms. Sample contains mucilaginous detritus.,1,4,Chroococcus minimus,Chroococcus,minimus,NA,Soft Body,c,sphere,2.7,NA,NA,10.305986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/19/2014,9:39:00,11/19/2014 9:39,LIS,LIS_2014-11-19 09:39:00,0,63,3,834.1292169,0.047619048,0.069746499,314.159,0.627718491,NA,9,166.8258434,Moderate detritus. Sample contains mucilaginous detritus.,5,5,Cyclotella sp.,Cyclotella,sp.,NA,Diatom,i,cylinder,7.4,NA,NA,240.8468558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/19/2014,9:39:00,11/19/2014 9:39,LIS,LIS_2014-11-19 09:39:00,0,63,3,166.8258434,0.047619048,0.069746499,314.159,0.627718491,NA,9,166.8258434,Moderate detritus. Sample contains mucilaginous detritus.,1,1,Chlamydomonas globosa,Chlamydomonas,globosa,NA,Soft Body,i,sphere,7.4,NA,NA,200.7057131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/19/2014,9:39:00,11/19/2014 9:39,LIS,LIS_2014-11-19 09:39:00,0,63,3,166.8258434,0.047619048,0.069746499,314.159,0.627718491,NA,9,166.8258434,Moderate detritus. Sample contains mucilaginous detritus.,1,1,Chlorella sp.,Chlorella,sp.,NA,Soft Body,i,sphere,3.7,NA,NA,26.52182638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/19/2014,9:39:00,11/19/2014 9:39,LIS,LIS_2014-11-19 09:39:00,0,63,3,166.8258434,0.047619048,0.069746499,314.159,0.627718491,NA,9,166.8258434,Moderate detritus. Sample contains mucilaginous detritus.,1,1,Monoraphidium arcuatum,Monoraphidium,arcuatum,NA,Soft Body,i,2 cones,28,NA,NA,58.64301333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/19/2014,9:39:00,11/19/2014 9:39,LIS,LIS_2014-11-19 09:39:00,0,63,3,166.8258434,0.047619048,0.069746499,314.159,0.627718491,NA,9,166.8258434,Obscured by sediment. Moderate detritus. Sample contains mucilaginous detritus.,1,1,Cryptomonas sp.,Cryptomonas,sp.,NA,Soft Body,i,prolate spheroid,14.8,NA,NA,424.3492221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/19/2014,9:39:00,11/19/2014 9:39,LIS,LIS_2014-11-19 09:39:00,0,63,3,73903.84862,0.047619048,0.069746499,314.159,0.627718491,NA,9,166.8258434,Moderate detritus. Sample contains mucilaginous detritus.,443,958,Chroococcus microscopicus,Chroococcus,microscopicus,NA,Soft Body,c,sphere,0.75,NA,NA,0.268082347,0.268082347,0.268082347,0.268082347,0.268082347,0.18,0.18,0.18,0.18,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/3/2014,8:45:00,12/3/2014 8:45,SHR,SHR_2014-12-03 08:45:00,0,64,5,69.29688879,0.078125,0.069746499,314.159,0.906704487,NA,13,69.29688879,Moderate sediment and high detritus. Sample contains mucilaginous detritus.,1,1,Achnanthidium minutissimum,Achnanthidium,minutissimum,NA,Diatom,i,elliptic prism,11.1,NA,NA,119.3482187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/3/2014,8:45:00,12/3/2014 8:45,SHR,SHR_2014-12-03 08:45:00,0,64,5,277.1875552,0.078125,0.069746499,314.159,0.906704487,NA,13,69.29688879,Girdle view. Moderate sediment and high detritus. Sample contains mucilaginous detritus.,4,4,Achnanthidium sp.,Achnanthidium,sp.,NA,Diatom,i,elliptic prism,18.5,NA,NA,150.5292849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/3/2014,8:45:00,12/3/2014 8:45,SHR,SHR_2014-12-03 08:45:00,0,64,5,485.0782215,0.078125,0.069746499,314.159,0.906704487,NA,13,69.29688879,Moderate sediment and high detritus. Sample contains mucilaginous detritus.,7,7,Aulacoseira sp.,Aulacoseira,sp.,NA,Diatom,i,cylinder,20.4,NA,NA,502.4533382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/3/2014,8:45:00,12/3/2014 8:45,SHR,SHR_2014-12-03 08:45:00,0,64,5,415.7813327,0.078125,0.069746499,314.159,0.906704487,NA,13,69.29688879,Moderate sediment and high detritus. Sample contains mucilaginous detritus.,6,6,Cocconeis placentula,Cocconeis,placentula,NA,Diatom,i,elliptic prism,13,NA,NA,241.7767664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/3/2014,8:45:00,12/3/2014 8:45,SHR,SHR_2014-12-03 08:45:00,0,64,5,346.4844439,0.078125,0.069746499,314.159,0.906704487,NA,13,69.29688879,Moderate sediment and high detritus. Sample contains mucilaginous detritus.,5,5,Cyclotella sp.,Cyclotella,sp.,NA,Diatom,i,cylinder,7.4,NA,NA,159.1309583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/3/2014,8:45:00,12/3/2014 8:45,SHR,SHR_2014-12-03 08:45:00,0,64,5,138.5937776,0.078125,0.069746499,314.159,0.906704487,NA,13,69.29688879,Fragment. Moderate sediment and high detritus. Sample contains mucilaginous detritus.,2,2,Cymbella sp.,Cymbella,sp.,NA,Diatom,i,cymbelloid,31.5,NA,NA,870.5486718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/3/2014,8:45:00,12/3/2014 8:45,SHR,SHR_2014-12-03 08:45:00,0,64,5,69.29688879,0.078125,0.069746499,314.159,0.906704487,NA,13,69.29688879,Degraded. Moderate sediment and high detritus. Sample contains mucilaginous detritus.,1,1,Diatoma moniliformis,Diatoma,moniliformis,NA,Diatom,i,elliptic prism,22.2,NA,NA,361.2702836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/3/2014,8:45:00,12/3/2014 8:45,SHR,SHR_2014-12-03 08:45:00,0,64,5,970.156443,0.078125,0.069746499,314.159,0.906704487,NA,13,69.29688879,Moderate sediment and high detritus. Sample contains mucilaginous detritus.,14,14,Fragilaria brevistriata,Fragilaria,brevistriata,NA,Diatom,i,elliptic prism,13,NA,NA,173.7770509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/3/2014,8:45:00,12/3/2014 8:45,SHR,SHR_2014-12-03 08:45:00,0,64,5,69.29688879,0.078125,0.069746499,314.159,0.906704487,NA,13,69.29688879,Moderate sediment and high detritus. Sample contains mucilaginous detritus.,1,1,Gomphoneis minuta,Gomphoneis,minuta,NA,Diatom,i,elliptic prism,40.7,NA,NA,5902.638665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/3/2014,8:45:00,12/3/2014 8:45,SHR,SHR_2014-12-03 08:45:00,0,64,5,69.29688879,0.078125,0.069746499,314.159,0.906704487,NA,13,69.29688879,Fragment. Moderate sediment and high detritus. Sample contains mucilaginous detritus.,1,1,Gomphoneis sp.,Gomphoneis,sp.,NA,Diatom,i,elliptic prism,13,NA,NA,744.9247802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/3/2014,8:45:00,12/3/2014 8:45,SHR,SHR_2014-12-03 08:45:00,0,64,5,138.5937776,0.078125,0.069746499,314.159,0.906704487,NA,13,69.29688879,Moderate sediment and high detritus. Sample contains mucilaginous detritus.,2,2,Navicula sp.,Navicula,sp.,NA,Diatom,i,elliptic prism,33.3,NA,NA,1083.810851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/3/2014,8:45:00,12/3/2014 8:45,SHR,SHR_2014-12-03 08:45:00,0,64,5,69.29688879,0.078125,0.069746499,314.159,0.906704487,NA,13,69.29688879,Moderate sediment and high detritus. Sample contains mucilaginous detritus.,1,1,Nitzschia cf. frustulum,Nitzschia,frustulum,NA,Diatom,i,prism on parallelogram,15,NA,NA,155.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/3/2014,8:45:00,12/3/2014 8:45,SHR,SHR_2014-12-03 08:45:00,0,64,5,69.29688879,0.078125,0.069746499,314.159,0.906704487,NA,13,69.29688879,Fragment. Moderate sediment and high detritus. Sample contains mucilaginous detritus.,1,1,Nitzschia sp.,Nitzschia,sp.,NA,Diatom,i,prism on parallelogram,59.3,NA,NA,2158.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/3/2014,8:45:00,12/3/2014 8:45,SHR,SHR_2014-12-03 08:45:00,0,64,5,69.29688879,0.078125,0.069746499,314.159,0.906704487,NA,13,69.29688879,Moderate sediment and high detritus. Sample contains mucilaginous detritus.,1,1,Pleurosigma cf. salinarum,Pleurosigma,salinarum,NA,Diatom,i,prism on parallelogram,120.4,NA,NA,4989.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/3/2014,8:45:00,12/3/2014 8:45,SHR,SHR_2014-12-03 08:45:00,0,64,5,69.29688879,0.078125,0.069746499,314.159,0.906704487,NA,13,69.29688879,Moderate sediment and high detritus. Sample contains mucilaginous detritus.,1,1,Surirella minuta,Surirella,minuta,NA,Diatom,i,elliptic prism,22.2,NA,NA,308.0910189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/3/2014,8:45:00,12/3/2014 8:45,SHR,SHR_2014-12-03 08:45:00,0,64,5,831.5626655,0.078125,0.069746499,314.159,0.906704487,NA,13,69.29688879,Fragment. Moderate sediment and high detritus. Sample contains mucilaginous detritus.,12,12,cf. Ulnaria sp.,Ulnaria,sp.,NA,Diatom,i,elliptic prism,11.1,NA,NA,180.6351418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/3/2014,8:45:00,12/3/2014 8:45,SHR,SHR_2014-12-03 08:45:00,0,64,5,24877.58308,0.078125,0.069746499,314.159,0.906704487,NA,13,69.29688879,Moderate sediment and high detritus. Sample contains mucilaginous detritus.,359,854,Chroococcus microscopicus,Chroococcus,microscopicus,NA,Soft Body,c,sphere,0.75,NA,NA,0.268082347,0.268082347,0.268082347,0.268082347,0.268082347,0.18,0.18,0.18,0.18,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/4/2014,9:31:00,12/4/2014 9:31,STTD,STTD_2014-12-04 09:31:00,0,63,5,112.6074443,0.079365079,0.069746499,314.159,0.557971992,NA,8,112.6074443,High sediment and detritus. Sample contains mucilaginous detritus.,1,1,cf. Karayevia sp.,Karayevia,sp.,NA,Diatom,i,elliptic prism,13.9,NA,NA,226.2007632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/4/2014,9:31:00,12/4/2014 9:31,STTD,STTD_2014-12-04 09:31:00,0,63,5,225.2148886,0.079365079,0.069746499,314.159,0.557971992,NA,8,112.6074443,High sediment and detritus. Sample contains mucilaginous detritus.,2,2,Nitzschia palea,Nitzschia,palea,NA,Diatom,i,prism on parallelogram,38.9,NA,NA,467.7725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/4/2014,9:31:00,12/4/2014 9:31,STTD,STTD_2014-12-04 09:31:00,0,63,5,112.6074443,0.079365079,0.069746499,314.159,0.557971992,NA,8,112.6074443,High sediment and detritus. Sample contains mucilaginous detritus.,1,1,Chlamydomonas sp.,Chlamydomonas,sp.,NA,Soft Body,i,sphere,5.6,NA,NA,60.75416181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/4/2014,9:31:00,12/4/2014 9:31,STTD,STTD_2014-12-04 09:31:00,0,63,5,46169.05216,0.079365079,0.069746499,314.159,0.557971992,NA,8,112.6074443,High sediment and detritus. Sample contains mucilaginous detritus.,410,955,Chroococcus microscopicus,Chroococcus,microscopicus,NA,Soft Body,c,sphere,0.75,NA,NA,0.268082347,0.268082347,0.268082347,0.268082347,0.268082347,0.18,0.18,0.18,0.18,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/4/2014,9:31:00,12/4/2014 9:31,STTD,STTD_2014-12-04 09:31:00,0,63,5,112.6074443,0.079365079,0.069746499,314.159,0.557971992,NA,8,112.6074443,High sediment and detritus. Sample contains mucilaginous detritus.,1,12,cf. Glaucospira sp.,Glaucospira,sp.,NA,Soft Body,f,cylinder,1.9,NA,NA,1.208726753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/18/2014,8:57:00,12/18/2014 8:57,STTD,STTD_2014-12-18 08:57:00,0,62,0.5,1801.719109,0.008064516,0.069746499,314.159,0.348732495,NA,5,1801.719109,High sediment and detritus. Many broken diatoms. Sample contains mucilaginous detritus.,1,1,Cyclotella sp.,Cyclotella,sp.,NA,Diatom,i,cylinder,5.6,NA,NA,91.13124272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/18/2014,8:57:00,12/18/2014 8:57,STTD,STTD_2014-12-18 08:57:00,0,62,0.5,1801.719109,0.008064516,0.069746499,314.159,0.348732495,NA,5,1801.719109,Fragment. High sediment and detritus. Many broken diatoms. Sample contains mucilaginous detritus.,1,1,Rhoicosphenia sp.,Rhoicosphenia,sp.,NA,Diatom,i,gomphonemoid,18.5,NA,NA,320.9692383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/18/2014,8:57:00,12/18/2014 8:57,STTD,STTD_2014-12-18 08:57:00,0,62,0.5,893652.6778,0.008064516,0.069746499,314.159,0.348732495,NA,5,1801.719109,High sediment and detritus. Many broken diatoms. Sample contains mucilaginous detritus.,496,1239,Chroococcus microscopicus,Chroococcus,microscopicus,NA,Soft Body,c,sphere,0.75,NA,NA,0.268082347,0.268082347,0.268082347,0.268082347,0.268082347,0.18,0.18,0.18,0.18,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/18/2014,12:53:00,12/18/2014 12:53,LIS,LIS_2014-12-18 12:53:00,0,63,0.1,10009.5506,0.001587302,0.069746499,314.159,0.627718491,NA,9,5004.775301,High sediment and detritus. Sample contains mucilaginous detritus.,2,99,cf. Aphanocapsa sp.,Aphanocapsa,sp.,NA,Soft Body,c,sphere,0.5,NA,NA,0.065449792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/18/2014,12:53:00,12/18/2014 12:53,LIS,LIS_2014-12-18 12:53:00,0,63,0.1,2061967.424,0.001587302,0.069746499,314.159,0.627718491,NA,9,5004.775301,High sediment and detritus. Sample contains mucilaginous detritus.,412,1130,Chroococcus microscopicus,Chroococcus,microscopicus,NA,Soft Body,c,sphere,0.75,NA,NA,0.268082347,0.268082347,0.268082347,0.268082347,0.268082347,0.18,0.18,0.18,0.18,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/18/2014,12:53:00,12/18/2014 12:53,LIS,LIS_2014-12-18 12:53:00,0,63,0.1,5004.775301,0.001587302,0.069746499,314.159,0.627718491,NA,9,5004.775301,High sediment and detritus. Sample contains mucilaginous detritus.,1,19,cf. Planktolyngbya sp.,Planktolyngbya,sp.,NA,Soft Body,f,cylinder,0.8,NA,NA,0.40212352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/29/2014,9:12:00,12/29/2014 9:12,SHR,SHR_2014-12-29 09:12:00,0,59,5,737.066908,0.084745763,0.069746499,314.159,0.767211489,NA,11,81.89632311,Low sediment and moderate detritus.,9,9,Aulacoseira alpigena,Aulacoseira,alpigena,NA,Diatom,c,cylinder,9.3,NA,NA,229.0596101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/29/2014,9:12:00,12/29/2014 9:12,SHR,SHR_2014-12-29 09:12:00,0,59,5,163.7926462,0.084745763,0.069746499,314.159,0.767211489,NA,11,81.89632311,Low sediment and moderate detritus.,2,2,cf. Aulacoseira sp.,Aulacoseira,sp.,NA,Diatom,i,cylinder,18.5,NA,NA,58.119415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/29/2014,9:12:00,12/29/2014 9:12,SHR,SHR_2014-12-29 09:12:00,0,59,5,327.5852925,0.084745763,0.069746499,314.159,0.767211489,NA,11,81.89632311,Low sediment and moderate detritus.,4,4,Cocconeis placentula,Cocconeis,placentula,NA,Diatom,i,elliptic prism,13,NA,NA,151.110479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/29/2014,9:12:00,12/29/2014 9:12,SHR,SHR_2014-12-29 09:12:00,0,59,5,245.6889693,0.084745763,0.069746499,314.159,0.767211489,NA,11,81.89632311,Low sediment and moderate detritus.,3,3,Fragilaria brevistriata,Fragilaria,brevistriata,NA,Diatom,c,elliptic prism,13,NA,NA,151.110479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
