"sample_date","sample_time","datetime","station_code","event_id","depth_m","volume_received_m_l","volume_analyzed_m_l","organisims_per_ml","percent_of_sample_counted","field_of_view_mm2","slide_chamber_area_mm2","area_counted","dimension","number_of_fields_counted","factor","comments","unit_abundance","total_cells","taxon","genus","species","synonym","diatom_soft_body","colony_filament_individual_group_code","shape","gald1","gald2","gald3","biovolume_1","biovolume_2","biovolume_3","biovolume_4","biovolume_5","biovolume_6","biovolume_7","biovolume_8","biovolume_9","biovolume_10","measurement_average","measurement_1","measurement_2","measurement_3","measurement_4","measurement_5","measurement_6","measurement_7","measurement_8","measurement_9","measurement_10","measurement_11","measurement_12","measurement_13","measurement_14","measurement_15","measurement_16","measurement_17","measurement_18","measurement_19","measurement_20","measurement_21","measurement_22","measurement_23","measurement_24","measurement_25"
2014-08-14,"13:27:00",2014-08-14 13:27:00,"LIS","LIS_2014-08-14 13:27:00",0,61,5,85761.829565094,0.0819672131147541,0.069746499,314.159,0.348732495,NA,5,180.171910851038,"Moderate sediment and high detritus.",476,1010,"Chroococcus microscopicus","Chroococcus","microscopicus",NA,"Soft Body","c","sphere",0.75,NA,NA,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-14,"13:27:00",2014-08-14 13:27:00,"LIS","LIS_2014-08-14 13:27:00",0,61,5,180.171910851038,0.0819672131147541,0.069746499,314.159,0.348732495,NA,5,180.171910851038,"Moderate sediment and high detritus.",1,12,"cf. Sphaerospermopsis sp.","Sphaerospermopsis","sp.",NA,"Soft Body","f","sphere",4.6,NA,NA,40.9935607133333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-21,"09:47:00",2014-08-21 09:47:00,"STTD","STTD_2014-08-21 09:47:00",0,64,1,563.037221409493,0.015625,0.069746499,314.159,0.557971992,NA,8,563.037221409493,"Low sediment and high detritus. Sample contains mucilaginous detritus.",1,1,"Cyclotella sp.","Cyclotella","sp.",NA,"Diatom","i","cylinder",7.5,NA,NA,176.7144375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-21,"09:47:00",2014-08-21 09:47:00,"STTD","STTD_2014-08-21 09:47:00",0,64,1,563.037221409493,0.015625,0.069746499,314.159,0.557971992,NA,8,563.037221409493,"Low sediment and high detritus. Sample contains mucilaginous detritus.",1,1,"Chlorella sp.","Chlorella","sp.",NA,"Soft Body","i","sphere",3.7,NA,NA,26.5218263783333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-21,"09:47:00",2014-08-21 09:47:00,"STTD","STTD_2014-08-21 09:47:00",0,64,1,226904.000228026,0.015625,0.069746499,314.159,0.557971992,NA,8,563.037221409493,"Low sediment and high detritus. Sample contains mucilaginous detritus.",403,856,"Chroococcus microscopicus","Chroococcus","microscopicus",NA,"Soft Body","c","sphere",0.75,NA,NA,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-21,"12:03:00",2014-08-21 12:03:00,"LIS","LIS_2014-08-21 12:03:00",0,62,5,540.515732553113,0.0806451612903226,0.069746499,314.159,0.348732495,NA,5,180.171910851038,"Moderate sediment and detritus.",3,3,"cf. Cyclotella sp.","Cyclotella","sp.",NA,"Diatom","i","cylinder",11,NA,NA,380.13239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-21,"12:03:00",2014-08-21 12:03:00,"LIS","LIS_2014-08-21 12:03:00",0,62,5,180.171910851038,0.0806451612903226,0.069746499,314.159,0.348732495,NA,5,180.171910851038,"Moderate sediment and detritus.",1,1,"Nitzschia palea","Nitzschia","palea",NA,"Diatom","i","prism on parallelogram",28,NA,NA,235.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-21,"12:03:00",2014-08-21 12:03:00,"LIS","LIS_2014-08-21 12:03:00",0,62,5,124678.962308918,0.0806451612903226,0.069746499,314.159,0.348732495,NA,5,180.171910851038,"Moderate sediment and detritus.",692,1472,"Chroococcus microscopicus","Chroococcus","microscopicus",NA,"Soft Body","c","sphere",0.75,NA,NA,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-21,"12:03:00",2014-08-21 12:03:00,"LIS","LIS_2014-08-21 12:03:00",0,62,5,1261.20337595726,0.0806451612903226,0.069746499,314.159,0.348732495,NA,5,180.171910851038,"Moderate sediment and detritus.",7,23,"cf. Sphaerospermopsis sp.","Sphaerospermopsis","sp.",NA,"Soft Body","f","sphere",5.6,NA,NA,75.5322011733333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-27,"10:12:00",2014-08-27 10:12:00,"STTD","STTD_2014-08-27 10:12:00",0,64,1,563.037221409493,0.015625,0.069746499,314.159,0.557971992,NA,8,563.037221409493,"Obscured by detritus. High sediment and detritus. Ciliates observed. Sample contains mucilaginous detritus.",1,1,"cf. Bacillaria sp.","Bacillaria","sp.",NA,"Diatom","i","box",55.6,NA,NA,822.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-27,"10:12:00",2014-08-27 10:12:00,"STTD","STTD_2014-08-27 10:12:00",0,64,1,563.037221409493,0.015625,0.069746499,314.159,0.557971992,NA,8,563.037221409493,"Girdle view. High sediment and detritus. Ciliates observed. Sample contains mucilaginous detritus.",1,1,"Cyclotella sp.","Cyclotella","sp.",NA,"Diatom","i","cylinder",9.3,NA,NA,251.3374101675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-27,"10:12:00",2014-08-27 10:12:00,"STTD","STTD_2014-08-27 10:12:00",0,64,1,563.037221409493,0.015625,0.069746499,314.159,0.557971992,NA,8,563.037221409493,"Obscured by detritus. High sediment and detritus. Ciliates observed. Sample contains mucilaginous detritus.",1,1,"Encyonema sp.","Encyonema","sp.",NA,"Diatom","i","cymbelloid",20.4,NA,NA,140.912387374454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-27,"10:12:00",2014-08-27 10:12:00,"STTD","STTD_2014-08-27 10:12:00",0,64,1,563.037221409493,0.015625,0.069746499,314.159,0.557971992,NA,8,563.037221409493,"High sediment and detritus. Ciliates observed. Sample contains mucilaginous detritus.",1,1,"Hippodonta sp.","Hippodonta","sp.",NA,"Diatom","i","elliptic prism",14.8,NA,NA,159.13095827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-27,"10:12:00",2014-08-27 10:12:00,"STTD","STTD_2014-08-27 10:12:00",0,64,1,563.037221409493,0.015625,0.069746499,314.159,0.557971992,NA,8,563.037221409493,"High sediment and detritus. Ciliates observed. Sample contains mucilaginous detritus.",1,1,"Nitzschia sp.","Nitzschia","sp.",NA,"Diatom","i","prism on parallelogram",14.8,NA,NA,31.2132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-27,"10:12:00",2014-08-27 10:12:00,"STTD","STTD_2014-08-27 10:12:00",0,64,1,563.037221409493,0.015625,0.069746499,314.159,0.557971992,NA,8,563.037221409493,"High sediment and detritus. Ciliates observed. Sample contains mucilaginous detritus.",1,1,"Chlorella sp.","Chlorella","sp.",NA,"Soft Body","i","sphere",3.7,NA,NA,26.5218263783333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-27,"10:12:00",2014-08-27 10:12:00,"STTD","STTD_2014-08-27 10:12:00",0,64,1,248299.414641587,0.015625,0.069746499,314.159,0.557971992,NA,8,563.037221409493,"High sediment and detritus. Ciliates observed. Sample contains mucilaginous detritus.",441,1551,"Chroococcus microscopicus","Chroococcus","microscopicus",NA,"Soft Body","c","sphere",0.75,NA,NA,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-04,"10:35:00",2014-09-04 10:35:00,"STTD","STTD_2014-09-04 10:35:00",0,63,1,346.484443944304,0.0158730158730159,0.069746499,314.159,0.906704487,NA,13,346.484443944304,"Sample contains mucilaginous detritus.",1,1,"Achnanthidium minutissimum","Achnanthidium","minutissimum",NA,"Diatom","i","elliptic prism",11.1,NA,NA,73.2304629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-04,"10:35:00",2014-09-04 10:35:00,"STTD","STTD_2014-09-04 10:35:00",0,63,1,1039.45333183291,0.0158730158730159,0.069746499,314.159,0.906704487,NA,13,346.484443944304,"Sample contains mucilaginous detritus.",3,3,"Cyclotella sp.","Cyclotella","sp.",NA,"Diatom","i","cylinder",7.4,NA,NA,159.13095827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-04,"10:35:00",2014-09-04 10:35:00,"STTD","STTD_2014-09-04 10:35:00",0,63,1,346.484443944304,0.0158730158730159,0.069746499,314.159,0.906704487,NA,13,346.484443944304,"Obscured by detritus. Sample contains mucilaginous detritus.",1,1,"Diploneis sp.","Diploneis","sp.",NA,"Diatom","i","elliptic prism",27.8,NA,NA,670.523690855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-04,"10:35:00",2014-09-04 10:35:00,"STTD","STTD_2014-09-04 10:35:00",0,63,1,692.968887888607,0.0158730158730159,0.069746499,314.159,0.906704487,NA,13,346.484443944304,"Sample contains mucilaginous detritus.",2,2,"Monoraphidium convolutum","Monoraphidium","convolutum",NA,"Soft Body","i","2 cones",7.4,NA,NA,13.9874058766667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-04,"10:35:00",2014-09-04 10:35:00,"STTD","STTD_2014-09-04 10:35:00",0,63,1,142058.622017164,0.0158730158730159,0.069746499,314.159,0.906704487,NA,13,346.484443944304,"Sample contains mucilaginous detritus.",410,1809,"Chroococcus microscopicus","Chroococcus","microscopicus",NA,"Soft Body","c","sphere",0.75,NA,NA,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-04,"10:35:00",2014-09-04 10:35:00,"STTD","STTD_2014-09-04 10:35:00",0,63,1,346.484443944304,0.0158730158730159,0.069746499,314.159,0.906704487,NA,13,346.484443944304,"Sample contains mucilaginous detritus.",1,1,"cf. Microcystis sp.","Microcystis","sp.",NA,"Soft Body","i","sphere",4.6,NA,NA,50.9649673733333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-04,"13:41:00",2014-09-04 13:41:00,"LIS","LIS_2014-09-04 13:41:00",0,65,3,667.303373522362,0.0461538461538462,0.069746499,314.159,0.627718491,NA,9,166.825843380591,"High sediment and detritus. Many broken diatoms. Sample contains mucilaginous detritus.",4,4,"Cyclotella sp.","Cyclotella","sp.",NA,"Diatom","i","cylinder",5.6,NA,NA,91.13124272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-04,"13:41:00",2014-09-04 13:41:00,"LIS","LIS_2014-09-04 13:41:00",0,65,3,166.825843380591,0.0461538461538462,0.069746499,314.159,0.627718491,NA,9,166.825843380591,"Fragment. High sediment and detritus. Many broken diatoms. Sample contains mucilaginous detritus.",1,1,"cf. Diploneis sp.","Diploneis","sp.",NA,"Diatom","i","elliptic prism",13,NA,NA,351.331863675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-04,"13:41:00",2014-09-04 13:41:00,"LIS","LIS_2014-09-04 13:41:00",0,65,3,166.825843380591,0.0461538461538462,0.069746499,314.159,0.627718491,NA,9,166.825843380591,"High sediment and detritus. Many broken diatoms. Sample contains mucilaginous detritus.",1,1,"cf. Chlamydomonas sp.","Chlamydomonas","sp.",NA,"Soft Body","i","sphere",5.6,NA,NA,40.1411426266667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-04,"13:41:00",2014-09-04 13:41:00,"LIS","LIS_2014-09-04 13:41:00",0,65,3,70900.983436751,0.0461538461538462,0.069746499,314.159,0.627718491,NA,9,166.825843380591,"High sediment and detritus. Many broken diatoms. Sample contains mucilaginous detritus.",425,1422,"Chroococcus microscopicus","Chroococcus","microscopicus",NA,"Soft Body","c","sphere",0.75,NA,NA,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-04,"13:41:00",2014-09-04 13:41:00,"LIS","LIS_2014-09-04 13:41:00",0,65,3,166.825843380591,0.0461538461538462,0.069746499,314.159,0.627718491,NA,9,166.825843380591,"High sediment and detritus. Many broken diatoms. Sample contains mucilaginous detritus.",1,2,"Chroococcus minimus","Chroococcus","minimus",NA,"Soft Body","c","sphere",1.9,NA,NA,3.59136096833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-04,"13:41:00",2014-09-04 13:41:00,"LIS","LIS_2014-09-04 13:41:00",0,65,3,166.825843380591,0.0461538461538462,0.069746499,314.159,0.627718491,NA,9,166.825843380591,"Fragment. High sediment and detritus. Many broken diatoms. Sample contains mucilaginous detritus.",1,3,"Dolichospermum sp.","Dolichospermum","sp.",NA,"Soft Body","f","sphere",5.6,NA,NA,60.7541618133333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"09:10:00",2014-09-09 09:10:00,"SHR","SHR_2014-09-09 09:10:00",0,62,10,30.0286518085063,0.161290322580645,0.069746499,314.159,2.09239497,NA,30,15.0143259042532,"Moderate sediment and detritus. Sample contains mucilaginous detritus.",2,2,"Achnanthidium minutissimum","Achnanthidium","minutissimum",NA,"Diatom","i","elliptic prism",11,NA,NA,95.89703475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"09:10:00",2014-09-09 09:10:00,"SHR","SHR_2014-09-09 09:10:00",0,62,10,45.0429777127595,0.161290322580645,0.069746499,314.159,2.09239497,NA,30,15.0143259042532,"Moderate sediment and detritus. Sample contains mucilaginous detritus.",3,3,"Cocconeis placentula","Cocconeis","placentula",NA,"Diatom","i","elliptic prism",15,NA,NA,388.7717625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"09:10:00",2014-09-09 09:10:00,"SHR","SHR_2014-09-09 09:10:00",0,62,10,75.0716295212658,0.161290322580645,0.069746499,314.159,2.09239497,NA,30,15.0143259042532,"Moderate sediment and detritus. Sample contains mucilaginous detritus.",5,5,"Cyclotella sp.","Cyclotella","sp.",NA,"Diatom","i","cylinder",5.6,NA,NA,73.8901968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"09:10:00",2014-09-09 09:10:00,"SHR","SHR_2014-09-09 09:10:00",0,62,10,15.0143259042532,0.161290322580645,0.069746499,314.159,2.09239497,NA,30,15.0143259042532,"Moderate sediment and detritus. Sample contains mucilaginous detritus.",1,1,"Encyonema sp.","Encyonema","sp.",NA,"Diatom","i","cymbelloid",15,NA,NA,207.218369901989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"09:10:00",2014-09-09 09:10:00,"SHR","SHR_2014-09-09 09:10:00",0,62,10,15.0143259042532,0.161290322580645,0.069746499,314.159,2.09239497,NA,30,15.0143259042532,"Moderate sediment and detritus. Sample contains mucilaginous detritus.",1,1,"Epithemia sp.","Epithemia","sp.",NA,"Diatom","i","cymbelloid",74,NA,NA,4613.48568195829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"09:10:00",2014-09-09 09:10:00,"SHR","SHR_2014-09-09 09:10:00",0,62,10,30.0286518085063,0.161290322580645,0.069746499,314.159,2.09239497,NA,30,15.0143259042532,"Moderate sediment and detritus. Sample contains mucilaginous detritus.",2,2,"Nitzschia sp.","Nitzschia","sp.",NA,"Diatom","i","prism on parallelogram",15,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"09:10:00",2014-09-09 09:10:00,"SHR","SHR_2014-09-09 09:10:00",0,62,10,30.0286518085063,0.161290322580645,0.069746499,314.159,2.09239497,NA,30,15.0143259042532,"Moderate sediment and detritus. Sample contains mucilaginous detritus.",2,2,"Ulnaria ulna","Ulnaria","ulna",NA,"Diatom","i","N/A",176,NA,NA,11251.918744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"09:10:00",2014-09-09 09:10:00,"SHR","SHR_2014-09-09 09:10:00",0,62,10,180.171910851038,0.161290322580645,0.069746499,314.159,2.09239497,NA,30,15.0143259042532,"Moderate sediment and detritus. Sample contains mucilaginous detritus.",12,12,"Chlorella spp.","Chlorella","spp.",NA,"Soft Body","i","sphere",3.7,NA,NA,26.5218263783333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"09:10:00",2014-09-09 09:10:00,"SHR","SHR_2014-09-09 09:10:00",0,62,10,30.0286518085063,0.161290322580645,0.069746499,314.159,2.09239497,NA,30,15.0143259042532,"Moderate sediment and detritus. Sample contains mucilaginous detritus.",2,2,"Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",NA,"Soft Body","i","N/A",5.6,NA,NA,76.35320336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"09:10:00",2014-09-09 09:10:00,"SHR","SHR_2014-09-09 09:10:00",0,62,10,5285.04271829711,0.161290322580645,0.069746499,314.159,2.09239497,NA,30,15.0143259042532,"Moderate sediment and detritus. Sample contains mucilaginous detritus.",352,802,"Chroococcus microscopicus","Chroococcus","microscopicus",NA,"Soft Body","c","sphere",0.75,NA,NA,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"09:10:00",2014-09-09 09:10:00,"SHR","SHR_2014-09-09 09:10:00",0,62,10,30.0286518085063,0.161290322580645,0.069746499,314.159,2.09239497,NA,30,15.0143259042532,"Moderate sediment and detritus. Sample contains mucilaginous detritus.",2,2,"Euglena sp.","Euglena","sp.",NA,"Soft Body","i","half ellipsoid + cone on an elliptic base",30,NA,NA,523.074735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-10,"14:04:00",2014-09-10 14:04:00,"LIS","LIS_2014-09-10 14:04:00",0,64,3,166.825843380591,0.046875,0.069746499,314.159,0.627718491,NA,9,166.825843380591,"Fragment. High sediment and detritus. Sample contains mucilaginous detritus.",1,1,"cf. Bacillaria sp.","Bacillaria","sp.",NA,"Diatom","i","box",11.1,NA,NA,78.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-10,"14:04:00",2014-09-10 14:04:00,"LIS","LIS_2014-09-10 14:04:00",0,64,3,1501.43259042532,0.046875,0.069746499,314.159,0.627718491,NA,9,166.825843380591,"High sediment and detritus. Sample contains mucilaginous detritus.",9,9,"Cyclotella sp.","Cyclotella","sp.",NA,"Diatom","i","cylinder",7.4,NA,NA,159.13095827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-10,"14:04:00",2014-09-10 14:04:00,"LIS","LIS_2014-09-10 14:04:00",0,64,3,166.825843380591,0.046875,0.069746499,314.159,0.627718491,NA,9,166.825843380591,"High sediment and detritus. Sample contains mucilaginous detritus.",1,1,"Navicula sp.","Navicula","sp.",NA,"Diatom","i","elliptic prism",20.4,NA,NA,269.1714312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-10,"14:04:00",2014-09-10 14:04:00,"LIS","LIS_2014-09-10 14:04:00",0,64,3,333.651686761181,0.046875,0.069746499,314.159,0.627718491,NA,9,166.825843380591,"High sediment and detritus. Sample contains mucilaginous detritus.",2,2,"Nitzschia cf. dissipata","Nitzschia","dissipata",NA,"Diatom","i","prism on parallelogram",25.9,NA,NA,91.0385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-10,"14:04:00",2014-09-10 14:04:00,"LIS","LIS_2014-09-10 14:04:00",0,64,3,166.825843380591,0.046875,0.069746499,314.159,0.627718491,NA,9,166.825843380591,"Fragment. High sediment and detritus. Sample contains mucilaginous detritus.",1,1,"Nitzschia sp.","Nitzschia","sp.",NA,"Diatom","i","prism on parallelogram",27.8,NA,NA,97.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-10,"14:04:00",2014-09-10 14:04:00,"LIS","LIS_2014-09-10 14:04:00",0,64,3,166.825843380591,0.046875,0.069746499,314.159,0.627718491,NA,9,166.825843380591,"High sediment and detritus. Sample contains mucilaginous detritus.",1,1,"Chlamydomonas sp.","Chlamydomonas","sp.",NA,"Soft Body","i","sphere",3.7,NA,NA,26.5218263783333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-10,"14:04:00",2014-09-10 14:04:00,"LIS","LIS_2014-09-10 14:04:00",0,64,3,333.651686761181,0.046875,0.069746499,314.159,0.627718491,NA,9,166.825843380591,"High sediment and detritus. Sample contains mucilaginous detritus.",2,2,"Chlorella sp.","Chlorella","sp.",NA,"Soft Body","i","sphere",2.8,NA,NA,11.4940306133333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
